,dog_ensembl_id,dog_gene_symbol,human_ensembl_id,human_gene_symbol,orthology_type,pct_id_dog_to_human,pct_id_human_to_dog
636643,ENSCAFG00000041379,,ENSG00000130165,,ortholog_one2many,81.9277,56.6667
636857,ENSCAFG00000017326,,ENSG00000130176,,ortholog_one2one,98.9899,98.9899
637095,ENSCAFG00000017334,,ENSG00000130159,,ortholog_one2one,78.06,78.4223
637301,ENSCAFG00000031712,,ENSG00000161914,,ortholog_one2one,86.0327,94.1463
637501,ENSCAFG00000017350,,ENSG00000196361,,ortholog_one2one,99.7275,99.7275
637703,ENSCAFG00000017392,,ENSG00000130175,,ortholog_one2one,89.9441,90.2804
637898,ENSCAFG00000017400,,ENSG00000198003,,ortholog_one2one,74.5791,74.4538
638192,ENSCAFG00000017411,,ENSG00000187266,,ortholog_one2one,82.4803,82.4803
638385,ENSCAFG00000017428,,ENSG00000173928,,ortholog_one2one,69.9275,77.2
638489,ENSCAFG00000017423,,ENSG00000105520,,ortholog_one2one,65.6364,84.5433
638757,ENSCAFG00000017432,,ENSG00000183401,,ortholog_one2one,56.7376,80.8081
638849,ENSCAFG00000017434,,ENSG00000105518,,ortholog_one2one,88.8889,88.8889
639017,ENSCAFG00000017438,,ENSG00000105514,,ortholog_one2one,70.0337,94.9772
639288,ENSCAFG00000044165,,ENSG00000130167,,ortholog_one2one,43.2039,36.3265
639362,ENSCAFG00000017507,,ENSG00000130158,,ortholog_one2one,91.7658,94.1866
639563,ENSCAFG00000017534,,ENSG00000130173,,ortholog_one2one,76.2626,76.2626
639659,ENSCAFG00000017539,,ENSG00000130164,,ortholog_one2one,70.1577,65.7173
639802,ENSCAFG00000017366,,ENSG00000197256,,ortholog_one2one,88.7981,88.5914
640003,ENSCAFG00000017538,,ENSG00000161888,,ortholog_one2one,62.4365,58.8517
640183,ENSCAFG00000017584,,ENSG00000127616,,ortholog_one2one,97.7535,95.7763
640484,ENSCAFG00000017613,,ENSG00000130733,,ortholog_one2one,57.2072,80.3797
640681,ENSCAFG00000017610,,ENSG00000142444,,ortholog_one2one,83.8462,83.8462
640886,ENSCAFG00000017621,,ENSG00000142453,,ortholog_one2one,76.204,88.4868
641104,ENSCAFG00000017628,,ENSG00000214212,,ortholog_one2one,65.1064,66.5217
641205,ENSCAFG00000017631,,ENSG00000099203,,ortholog_one2one,82.0,90.3084
641475,ENSCAFG00000017651,,ENSG00000079805,,ortholog_one2one,96.9318,98.046
641804,ENSCAFG00000017671,,ENSG00000213339,,ortholog_one2one,94.5409,94.5409
642007,ENSCAFG00000017691,,ENSG00000129351,,ortholog_one2one,97.5556,97.7728
642260,ENSCAFG00000017715,,ENSG00000129353,,ortholog_one2one,80.7416,94.9367
642572,ENSCAFG00000017746,,ENSG00000129354,,ortholog_one2one,95.0588,95.0588
642789,ENSCAFG00000044970,,ENSG00000129355,,ortholog_one2one,89.759,89.759
642966,ENSCAFG00000017764,,ENSG00000129347,,ortholog_one2one,85.3107,85.1904
643177,ENSCAFG00000017776,,ENSG00000130734,,ortholog_one2one,94.5032,94.3038
643429,ENSCAFG00000017781,,ENSG00000180739,,ortholog_one2one,85.6784,85.6784
643673,ENSCAFG00000017784,,ENSG00000079999,,ortholog_one2one,97.5962,97.5962
643886,ENSCAFG00000017790,,ENSG00000065989,,ortholog_one2one,81.6826,86.5688
644161,ENSCAFG00000017800,,ENSG00000105401,,ortholog_one2one,76.7816,88.3598
644437,ENSCAFG00000017834,,ENSG00000105397,,ortholog_one2one,80.3922,79.444
644680,ENSCAFG00000042542,,ENSG00000076662,,ortholog_one2one,64.7913,65.2651
645289,ENSCAFG00000017861,,ENSG00000161847,,ortholog_one2many,92.7441,92.9894
645290,ENSCAFG00000017861,,ENSG00000267303,,ortholog_one2many,19.657,94.9045
645498,ENSCAFG00000017868,,ENSG00000267673,,ortholog_one2many,87.6344,87.6344
645499,ENSCAFG00000017868,,ENSG00000167807,,ortholog_one2many,61.2903,78.6207
645688,ENSCAFG00000017872,,ENSG00000105376,,ortholog_one2one,76.0113,87.4459
645783,ENSCAFG00000031603,,ENSG00000220201,,ortholog_one2one,67.9144,46.8635
645950,ENSCAFG00000017874,,ENSG00000105371,,ortholog_one2one,41.3919,41.5441
646044,ENSCAFG00000031460,,ENSG00000090339,,ortholog_one2one,61.9586,61.8421
646151,ENSCAFG00000017881,,ENSG00000105364,,ortholog_one2one,79.2,55.4622
646367,ENSCAFG00000042407,,ENSG00000267534,,ortholog_one2one,89.7727,89.5184
646584,ENSCAFG00000017892,,ENSG00000130816,,ortholog_one2one,90.846,86.7913
646816,ENSCAFG00000017908,,ENSG00000130811,,ortholog_one2one,99.375,99.375
647044,ENSCAFG00000017917,,ENSG00000244165,,ortholog_one2one,70.8108,70.0535
647198,ENSCAFG00000043972,,ENSG00000243207,,ortholog_one2many,76.9723,45.466
647199,ENSCAFG00000043972,,ENSG00000130810,,ortholog_one2many,78.2516,77.5899
647411,ENSCAFG00000017920,,ENSG00000130812,,ortholog_one2one,61.1354,89.3617
647553,ENSCAFG00000017921,,ENSG00000130813,,ortholog_one2one,95.1049,93.4708
648111,ENSCAFG00000017955,,ENSG00000080511,,ortholog_one2one,82.1752,82.1752
648486,ENSCAFG00000017958,,ENSG00000080573,,ortholog_one2one,86.9565,88.2522
648585,ENSCAFG00000017965,,ENSG00000105088,,ortholog_one2one,98.1383,81.2775
648864,ENSCAFG00000017967,,ENSG00000127445,,ortholog_one2one,98.773,98.773
649096,ENSCAFG00000032630,,ENSG00000198258,,ortholog_one2one,100.0,100.0
649277,ENSCAFG00000023016,,ENSG00000127452,,ortholog_one2one,96.0123,96.0123
649485,ENSCAFG00000049968,,ENSG00000196605,,ortholog_one2one,66.6667,11.6323
649712,ENSCAFG00000032585,,ENSG00000174652,,ortholog_one2one,41.2463,45.1299
650015,ENSCAFG00000048053,,ENSG00000270011,,ortholog_one2many,56.25,84.1122
650016,ENSCAFG00000048053,,ENSG00000188629,,ortholog_one2many,77.5,77.3389
650167,ENSCAFG00000041809,,ENSG00000188321,,ortholog_one2one,70.2381,9.80066
650287,ENSCAFG00000017815,,ENSG00000196110,,ortholog_one2one,77.0468,82.0872
650597,ENSCAFG00000042723,,ENSG00000237521,,ortholog_one2one,75.6839,73.4513
651326,ENSCAFG00000032058,,ENSG00000174667,,ortholog_one2one,81.7308,81.7308
651679,ENSCAFG00000046909,,ENSG00000188000,,ortholog_one2one,88.7821,88.7821
651827,ENSCAFG00000018071,,ENSG00000130803,,ortholog_one2one,89.4649,89.916
652286,ENSCAFG00000048117,,ENSG00000170920,,ortholog_one2one,83.0128,83.0128
652440,ENSCAFG00000049895,,ENSG00000161807,,ortholog_one2many,76.2821,76.5273
652558,ENSCAFG00000043430,,ENSG00000161807,,ortholog_one2many,76.9231,77.1704
652690,ENSCAFG00000043681,,ENSG00000161807,,ortholog_one2many,73.0061,76.5273
652828,ENSCAFG00000048609,,ENSG00000161807,,ortholog_one2many,77.8846,78.135
653347,ENSCAFG00000047375,,ENSG00000170923,,ortholog_one2one,66.6667,60.8696
653840,ENSCAFG00000030401,,ENSG00000170929,,ortholog_one2one,88.1789,88.1789
654022,ENSCAFG00000018129,,ENSG00000181143,,ortholog_one2many,41.8722,9.71255
654129,ENSCAFG00000045229,,ENSG00000181143,,ortholog_one2many,71.9844,1.27525
654242,ENSCAFG00000018139,,ENSG00000170948,,ortholog_one2one,64.9485,64.9485
654462,ENSCAFG00000030395,,ENSG00000167785,,ortholog_one2many,86.8159,86.8159
654463,ENSCAFG00000030395,,ENSG00000130544,,ortholog_one2many,73.8806,69.0698
654931,ENSCAFG00000018170,,ENSG00000171105,,ortholog_one2one,93.4566,95.0796
655261,ENSCAFG00000018211,,ENSG00000268861,,ortholog_one2many,59.3023,79.6143
655262,ENSCAFG00000018211,,ENSG00000104880,,ortholog_one2many,61.0807,76.1296
655571,ENSCAFG00000018220,,ENSG00000104883,,ortholog_one2one,52.2788,80.9129
655789,ENSCAFG00000018229,,ENSG00000198816,,ortholog_one2one,70.297,87.5
655873,ENSCAFG00000018262,,ENSG00000032444,,ortholog_one2one,94.9488,94.3273
656108,ENSCAFG00000018297,,ENSG00000076924,,ortholog_one2one,93.6436,96.4912
656314,ENSCAFG00000041734,,ENSG00000229833,,ortholog_one2many,77.6316,80.8219
656472,ENSCAFG00000018302,,ENSG00000174788,,ortholog_one2one,86.0294,86.0294
656581,ENSCAFG00000018306,,ENSG00000076944,,ortholog_one2one,93.2007,93.0464
656781,ENSCAFG00000018307,,ENSG00000104918,,ortholog_one2one,72.4771,73.1481
656887,ENSCAFG00000029509,,ENSG00000183019,,ortholog_one2one,50.0,49.1979
656972,ENSCAFG00000030055,,ENSG00000104921,,ortholog_one2one,60.0,57.0093
657063,ENSCAFG00000018312,,ENSG00000182566,,ortholog_one2one,67.8808,69.9659
657275,ENSCAFG00000018316,,ENSG00000142459,,ortholog_one2one,72.7468,84.2236
657503,ENSCAFG00000018322,,ENSG00000171017,,ortholog_one2one,92.5599,92.2111
657741,ENSCAFG00000031522,,ENSG00000076984,,ortholog_one2one,98.8506,98.8506
657957,ENSCAFG00000031676,,ENSG00000104976,,ortholog_one2one,73.1707,71.8563
658127,ENSCAFG00000023386,,ENSG00000178531,,ortholog_one2one,98.7805,98.7805
658380,ENSCAFG00000018346,,ENSG00000104980,,ortholog_one2one,92.7313,93.1416
658684,ENSCAFG00000018353,,ENSG00000066044,,ortholog_one2many,99.6933,99.6933
658990,ENSCAFG00000018358,,ENSG00000131142,,ortholog_one2one,43.2927,47.3333
659040,ENSCAFG00000018422,,ENSG00000142449,,ortholog_one2one,84.3992,84.2511
659297,ENSCAFG00000018482,,ENSG00000090661,,ortholog_one2one,47.1795,70.0508
659631,ENSCAFG00000018493,,ENSG00000167775,,ortholog_one2one,47.5177,47.5177
659724,ENSCAFG00000018497,,ENSG00000167774,,ortholog_one2many,39.1892,76.9911
659725,ENSCAFG00000018497,,ENSG00000267855,,ortholog_one2many,39.1892,76.9911
659956,ENSCAFG00000045671,,ENSG00000233927,,ortholog_one2one,100.0,100.0
660252,ENSCAFG00000029570,,ENSG00000186994,,ortholog_one2one,71.6648,77.381
660408,ENSCAFG00000018506,,ENSG00000167772,,ortholog_one2one,78.2927,79.064
660681,ENSCAFG00000032060,,ENSG00000185236,,ortholog_one2one,100.0,100.0
660837,ENSCAFG00000018515,,ENSG00000099785,,ortholog_one2one,75.2768,82.9268
661124,ENSCAFG00000018524,,ENSG00000099783,,ortholog_one2one,84.7584,93.6986
661409,ENSCAFG00000018529,,ENSG00000133250,,ortholog_one2one,59.4891,83.5897
661624,ENSCAFG00000018540,,ENSG00000142347,,ortholog_one2one,94.7615,92.2587
661875,ENSCAFG00000018557,,ENSG00000142303,,ortholog_one2one,74.2681,87.398
662121,ENSCAFG00000041922,,ENSG00000268480,,ortholog_one2one,63.2258,33.91
662245,ENSCAFG00000018565,,ENSG00000181786,,ortholog_one2one,81.25,81.25
662378,ENSCAFG00000029073,,ENSG00000237247,,ortholog_one2many,33.6634,49.0385
662379,ENSCAFG00000029073,,ENSG00000196589,,ortholog_one2many,33.9934,50.4902
662380,ENSCAFG00000029073,,ENSG00000182315,,ortholog_one2many,34.3234,50.0
662381,ENSCAFG00000029073,,ENSG00000230522,,ortholog_one2many,33.9934,49.5192
662382,ENSCAFG00000029073,,ENSG00000205718,,ortholog_one2many,33.9934,49.5192
662877,ENSCAFG00000018571,,ENSG00000174837,,ortholog_one2one,54.7332,71.7833
662988,ENSCAFG00000018590,,ENSG00000141968,,ortholog_one2one,96.213,96.213
663224,ENSCAFG00000018602,,ENSG00000125731,,ortholog_one2one,80.9028,80.9028
663393,ENSCAFG00000018610,,ENSG00000125733,,ortholog_one2one,89.9054,94.8419
663647,ENSCAFG00000018620,,ENSG00000125734,,ortholog_one2one,69.9842,81.5838
663831,ENSCAFG00000018625,,ENSG00000125730,,ortholog_one2one,73.5632,69.2724
664405,ENSCAFG00000018627,,ENSG00000125735,,ortholog_one2one,82.0833,82.0833
664628,ENSCAFG00000030308,,ENSG00000125726,,ortholog_one2one,53.2663,50.9615
664721,ENSCAFG00000030400,,ENSG00000125657,,ortholog_one2one,56.2992,56.2992
664802,ENSCAFG00000018634,,ENSG00000104833,,ortholog_one2one,100.0,100.0
664895,ENSCAFG00000018636,,ENSG00000205744,,ortholog_one2one,74.6791,79.9001
665075,ENSCAFG00000049307,,ENSG00000130545,,ortholog_one2one,78.8618,78.8618
665288,ENSCAFG00000018643,,ENSG00000125648,,ortholog_one2one,59.7279,93.8034
665497,ENSCAFG00000018657,,ENSG00000181240,,ortholog_one2one,65.7315,88.6487
665592,ENSCAFG00000018667,,ENSG00000088247,,ortholog_one2one,98.786,91.5612
665795,ENSCAFG00000018681,,ENSG00000125651,,ortholog_one2one,62.6446,73.3075
666014,ENSCAFG00000018687,,ENSG00000130382,,ortholog_one2one,83.4171,89.0877
666458,ENSCAFG00000018693,,ENSG00000125652,,ortholog_one2one,93.6652,93.6652
666658,ENSCAFG00000018696,,ENSG00000125656,,ortholog_one2one,79.402,86.2816
666864,ENSCAFG00000018699,,ENSG00000167769,,ortholog_one2one,85.5513,85.2273
667517,ENSCAFG00000018708,,ENSG00000130377,,ortholog_one2one,70.5539,72.6727
667815,ENSCAFG00000018728,,ENSG00000087903,,ortholog_one2one,91.6667,94.3292
668058,ENSCAFG00000018739,,ENSG00000031823,,ortholog_one2one,92.2801,90.6526
668304,ENSCAFG00000018746,,ENSG00000105519,,ortholog_one2one,86.7725,86.7725
668404,ENSCAFG00000018751,,ENSG00000187650,,ortholog_one2one,88.8235,89.3491
668530,ENSCAFG00000018753,,ENSG00000267740,,ortholog_one2many,42.4084,47.929
668531,ENSCAFG00000018753,,ENSG00000174886,,ortholog_one2many,45.5497,38.1579
669169,ENSCAFG00000029745,,ENSG00000171119,,ortholog_one2one,93.8462,92.8934
669808,ENSCAFG00000018762,,ENSG00000141994,,ortholog_one2one,84.186,83.5385
670037,ENSCAFG00000024169,,ENSG00000212123,,ortholog_one2one,68.2648,70.8531
670125,ENSCAFG00000018769,,ENSG00000174898,,ortholog_one2one,60.3727,60.9023
670221,ENSCAFG00000018775,,ENSG00000196365,,ortholog_one2one,93.6458,93.7435
670595,ENSCAFG00000018793,,ENSG00000167733,,ortholog_one2one,57.0681,65.4655
670824,ENSCAFG00000018796,,ENSG00000174917,,ortholog_one2one,65.4412,63.5714
671061,ENSCAFG00000018803,,ENSG00000160633,,ortholog_one2one,80.4695,93.4569
671367,ENSCAFG00000018814,,ENSG00000130254,,ortholog_one2one,88.7841,88.8772
671479,ENSCAFG00000018819,,ENSG00000105428,,ortholog_one2one,42.2893,62.0047
671662,ENSCAFG00000018859,,ENSG00000105426,,ortholog_one2one,89.4063,78.8501
671835,ENSCAFG00000018925,,ENSG00000127663,,ortholog_one2one,62.9721,67.8761
672089,ENSCAFG00000018934,,ENSG00000276043,,ortholog_one2one,88.7626,82.0303
672326,ENSCAFG00000023027,,ENSG00000205784,,ortholog_one2one,66.5871,81.5789
672962,ENSCAFG00000018942,,ENSG00000105355,,ortholog_one2one,84.788,78.341
673152,ENSCAFG00000018946,,ENSG00000127666,,ortholog_one2one,64.7137,68.2584
673292,ENSCAFG00000048123,,ENSG00000141965,,ortholog_one2one,93.4621,94.0209
673499,ENSCAFG00000018991,,ENSG00000142002,,ortholog_one2one,81.5553,91.704
673790,ENSCAFG00000019008,,ENSG00000074842,,ortholog_one2one,79.7688,73.0159
674005,ENSCAFG00000019011,,ENSG00000185361,,ortholog_one2one,51.0703,89.7849
674225,ENSCAFG00000019014,,ENSG00000167680,,ortholog_one2one,86.443,72.5225
674511,ENSCAFG00000019015,,ENSG00000171236,,ortholog_one2one,71.7514,73.1988
674601,ENSCAFG00000019018,,ENSG00000214456,,ortholog_one2one,83.2967,81.8575
674927,ENSCAFG00000015323,,ENSG00000167676,,ortholog_one2one,56.965,70.0437
675093,ENSCAFG00000019033,,ENSG00000167674,,ortholog_one2one,79.5775,84.2027
675347,ENSCAFG00000019059,,ENSG00000167671,,ortholog_one2one,86.8895,76.644
675586,ENSCAFG00000019070,,ENSG00000167670,,ortholog_one2one,79.4148,79.4979
675827,ENSCAFG00000019083,,ENSG00000141985,,ortholog_one2one,87.4036,92.3913
676143,ENSCAFG00000019091,,ENSG00000008382,,ortholog_one2one,69.2557,85.0895
676356,ENSCAFG00000019095,,ENSG00000178078,,ortholog_one2one,64.0798,64.3653
676601,ENSCAFG00000019098,,ENSG00000105255,,ortholog_one2one,96.1694,96.1694
676851,ENSCAFG00000019109,,ENSG00000105251,,ortholog_one2one,89.4118,89.4118
677126,ENSCAFG00000019112,,ENSG00000105248,,ortholog_one2one,63.5389,73.3746
677375,ENSCAFG00000019114,,ENSG00000105246,,ortholog_one2one,73.4513,72.4891
677607,ENSCAFG00000019121,,ENSG00000089847,,ortholog_one2one,82.5593,64.7249
677827,ENSCAFG00000019123,,ENSG00000077463,,ortholog_one2one,81.3896,92.3944
678059,ENSCAFG00000019126,,ENSG00000060566,,ortholog_one2one,73.1602,73.3189
678329,ENSCAFG00000019138,,ENSG00000126934,,ortholog_one2many,74.2081,82.0
678623,ENSCAFG00000024335,,ENSG00000178951,,ortholog_one2one,75.6302,92.4658
678783,ENSCAFG00000019158,,ENSG00000167658,,ortholog_one2one,99.5338,99.5338
679052,ENSCAFG00000019154,,ENSG00000105229,,ortholog_one2one,91.9386,93.9216
679298,ENSCAFG00000019167,,ENSG00000167657,,ortholog_one2one,94.7137,94.7137
679474,ENSCAFG00000019150,,ENSG00000167654,,ortholog_one2one,94.3396,92.8382
679764,ENSCAFG00000019173,,ENSG00000105278,,ortholog_one2one,56.5708,58.6794
679945,ENSCAFG00000019187,,ENSG00000007264,,ortholog_one2one,90.1381,89.9606
680160,ENSCAFG00000019191,,ENSG00000173976,,ortholog_one2one,92.3913,92.3913
680225,ENSCAFG00000019192,,ENSG00000183617,,ortholog_one2one,78.2609,78.2609
680454,ENSCAFG00000019193,,ENSG00000011132,,ortholog_one2one,86.6782,87.1304
680687,ENSCAFG00000019197,,ENSG00000105289,,ortholog_one2one,74.0385,82.0896
680920,ENSCAFG00000019205,,ENSG00000186111,,ortholog_one2one,92.3077,86.5629
681213,ENSCAFG00000019208,,ENSG00000105298,,ortholog_one2one,93.3511,92.6121
681450,ENSCAFG00000019175,,ENSG00000006638,,ortholog_one2one,84.8397,71.4988
681692,ENSCAFG00000019217,,ENSG00000161091,,ortholog_one2one,64.2127,65.4167
681950,ENSCAFG00000019218,,ENSG00000183397,,ortholog_one2one,78.8462,78.4689
682064,ENSCAFG00000019222,,ENSG00000105325,,ortholog_one2one,91.2621,94.7581
682349,ENSCAFG00000019225,,ENSG00000129932,,ortholog_one2one,86.4686,86.755
682481,ENSCAFG00000019228,,ENSG00000095932,,ortholog_one2one,57.5758,58.4615
682562,ENSCAFG00000019246,,ENSG00000141905,,ortholog_one2one,61.3072,88.4906
682794,ENSCAFG00000019263,,ENSG00000161082,,ortholog_one2one,75.2336,99.5876
683010,ENSCAFG00000019272,,ENSG00000125912,,ortholog_one2one,95.2043,95.2043
683237,ENSCAFG00000019278,,ENSG00000125910,,ortholog_one2one,86.1619,85.9375
683454,ENSCAFG00000019279,,ENSG00000060558,,ortholog_one2one,70.9424,72.4599
683575,ENSCAFG00000019293,,ENSG00000065717,,ortholog_one2one,95.8277,95.6989
683850,ENSCAFG00000019300,,ENSG00000104953,,ortholog_one2one,59.3052,41.7832
683997,ENSCAFG00000029454,,ENSG00000171970,,ortholog_one2one,39.1447,21.3645
684070,ENSCAFG00000032592,,ENSG00000172000,,ortholog_one2one,58.1053,60.5263
684214,ENSCAFG00000031385,,ENSG00000186300,,ortholog_one2one,79.4682,85.6688
684384,ENSCAFG00000019378,,ENSG00000172009,,ortholog_one2one,89.9563,89.6952
684630,ENSCAFG00000019382,,ENSG00000104969,,ortholog_one2one,75.7188,65.8333
684874,ENSCAFG00000031660,,ENSG00000141873,,ortholog_one2one,69.9758,89.4737
685094,ENSCAFG00000019384,,ENSG00000176490,,ortholog_one2one,97.4747,97.4747
685372,ENSCAFG00000019386,,ENSG00000099860,,ortholog_one2one,79.375,72.1591
685602,ENSCAFG00000019389,,ENSG00000176619,,ortholog_one2one,76.874,77.7419
685914,ENSCAFG00000019393,,ENSG00000178297,,ortholog_one2one,49.5223,28.4538
686145,ENSCAFG00000019406,,ENSG00000005206,,ortholog_one2one,44.0204,58.4459
686385,ENSCAFG00000019409,,ENSG00000130332,,ortholog_one2one,99.0291,99.0291
686611,ENSCAFG00000024487,,ENSG00000188305,,ortholog_one2one,42.5697,58.1395
686668,ENSCAFG00000019411,,ENSG00000104904,,ortholog_one2one,90.6593,72.3684
686896,ENSCAFG00000019414,,ENSG00000104897,,ortholog_one2one,91.2134,93.9655
687128,ENSCAFG00000019420,,ENSG00000104885,,ortholog_one2one,74.9856,84.6454
687368,ENSCAFG00000019425,,ENSG00000065000,,ortholog_one2one,90.0493,90.1235
687621,ENSCAFG00000019426,,ENSG00000099840,,ortholog_one2one,83.2599,81.4655
687714,ENSCAFG00000019427,,ENSG00000172081,,ortholog_one2one,55.2486,92.1659
687959,ENSCAFG00000019432,,ENSG00000133243,,ortholog_one2one,90.8333,62.2857
688214,ENSCAFG00000019435,,ENSG00000133275,,ortholog_one2one,74.4813,86.506
688579,ENSCAFG00000029188,,ENSG00000227500,,ortholog_one2one,41.3934,88.2096
688819,ENSCAFG00000019448,,ENSG00000129968,,ortholog_one2one,94.8387,81.4404
689115,ENSCAFG00000043654,,ENSG00000129911,,ortholog_one2one,34.8974,47.2222
689205,ENSCAFG00000019455,,ENSG00000079313,,ortholog_one2one,79.1667,76.249
689372,ENSCAFG00000019487,,ENSG00000071564,,ortholog_one2one,70.2454,67.4521
689673,ENSCAFG00000019543,,ENSG00000064932,,ortholog_one2one,80.1097,85.5051
689913,ENSCAFG00000019501,,ENSG00000127540,,ortholog_one2many,85.7143,85.7143
689914,ENSCAFG00000019501,,ENSG00000267059,,ortholog_one2many,85.7143,85.7143
690103,ENSCAFG00000019503,,ENSG00000071655,,ortholog_one2one,54.2553,70.1031
690280,ENSCAFG00000023712,,ENSG00000181588,,ortholog_one2one,59.7616,61.5975
690476,ENSCAFG00000023709,,ENSG00000185988,,ortholog_one2one,69.6429,69.6429
690588,ENSCAFG00000019512,,ENSG00000185761,,ortholog_one2one,71.8391,79.6178
690807,ENSCAFG00000023645,,ENSG00000115255,,ortholog_one2one,80.0,68.2464
691046,ENSCAFG00000019516,,ENSG00000115257,,ortholog_one2one,75.9134,74.3046
691207,ENSCAFG00000049675,,ENSG00000119559,,ortholog_one2one,55.9322,41.25
691387,ENSCAFG00000019523,,ENSG00000115266,,ortholog_one2one,81.9981,73.7733
691858,ENSCAFG00000019528,,ENSG00000071626,,ortholog_one2one,99.5074,99.2629
692103,ENSCAFG00000019529,,ENSG00000115286,,ortholog_one2one,34.6939,64.8305
692338,ENSCAFG00000019531,,ENSG00000160953,,ortholog_one2one,65.312,61.4754
692555,ENSCAFG00000019506,,ENSG00000099622,,ortholog_one2one,97.6744,56.5657
692738,ENSCAFG00000019534,,ENSG00000167470,,ortholog_one2one,60.7877,75.8547
692959,ENSCAFG00000019536,,ENSG00000099624,,ortholog_one2one,68.4931,89.2857
693193,ENSCAFG00000019538,,ENSG00000118046,,ortholog_one2one,92.2551,93.5335
693593,ENSCAFG00000019546,,ENSG00000099817,,ortholog_one2one,62.8458,75.7143
693837,ENSCAFG00000019552,,ENSG00000180448,,ortholog_one2one,78.4071,76.1823
694078,ENSCAFG00000019617,,ENSG00000064687,,ortholog_one2one,44.8138,15.7036
694263,ENSCAFG00000019648,,ENSG00000182087,,ortholog_one2one,58.7778,85.3226
694489,ENSCAFG00000019651,,ENSG00000065268,,ortholog_one2one,62.3158,68.5185
694721,ENSCAFG00000019652,,ENSG00000116017,,ortholog_one2one,82.8099,84.4857
694932,ENSCAFG00000019653,,ENSG00000125522,,ortholog_one2one,23.822,27.3273
695108,ENSCAFG00000019665,,ENSG00000198858,,ortholog_one2one,30.303,55.9701
695401,ENSCAFG00000019659,,ENSG00000175221,,ortholog_one2one,84.8867,38.4265
695569,ENSCAFG00000019669,,ENSG00000197561,,ortholog_one2one,60.3834,70.7865
695669,ENSCAFG00000019679,,ENSG00000129951,,ortholog_one2one,82.0988,89.1421
695958,ENSCAFG00000019693,,ENSG00000011304,,ortholog_one2one,94.7099,94.3878
696168,ENSCAFG00000029882,,ENSG00000099812,,ortholog_one2one,56.8144,50.9573
